Drug,Status,Phase
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Rituximab,Terminated,Phase 3
Arsenic trioxide,Terminated,Phase 2
Arsenic trioxide,Terminated,Phase 2
Nitric Oxide,Terminated,Phase 3
Treprostinil,Terminated,Phase 3
Treprostinil,Terminated,Phase 3
Treprostinil,Terminated,Phase 3
Sulindac,Terminated,Phase 2
Salicylic acid,Terminated,Phase 2
Acetylsalicylic acid,Terminated,Phase 2
Ursodeoxycholic acid,Terminated,Phase 2
Alfuzosin,Terminated,Phase 3
Finasteride,Terminated,Phase 3
Cisplatin,Terminated,Phase 1/Phase 2
Fluorouracil,Terminated,Phase 1/Phase 2
Cisplatin,Terminated,Phase 1/Phase 2
Fluorouracil,Terminated,Phase 1/Phase 2
Cisplatin,Terminated,Phase 1/Phase 2
Fluorouracil,Terminated,Phase 1/Phase 2
Cisplatin,Terminated,Phase 1/Phase 2
Fluorouracil,Terminated,Phase 1/Phase 2
Cisplatin,Terminated,Phase 1/Phase 2
Fluorouracil,Terminated,Phase 1/Phase 2
Cisplatin,Terminated,Phase 1/Phase 2
Fluorouracil,Terminated,Phase 1/Phase 2
Cisplatin,Terminated,Phase 1/Phase 2
Fluorouracil,Terminated,Phase 1/Phase 2
Cisplatin,Terminated,Phase 1/Phase 2
Fluorouracil,Terminated,Phase 1/Phase 2
Cisplatin,Terminated,Phase 1/Phase 2
Fluorouracil,Terminated,Phase 1/Phase 2
Cisplatin,Terminated,Phase 1/Phase 2
Fluorouracil,Terminated,Phase 1/Phase 2
Erlotinib,Terminated,Phase 2
Carboplatin,Terminated,Phase 2
Paclitaxel,Terminated,Phase 2
Lamotrigine,Terminated,Phase 3
Prednisolone,Terminated,Phase 2
Methylprednisolone,Terminated,Phase 2
Fludarabine,Terminated,Phase 2
Prednisolone,Terminated,Phase 2
Methylprednisolone,Terminated,Phase 2
Fludarabine,Terminated,Phase 2
Bortezomib,Terminated,Phase 1
Oxaliplatin,Terminated,Phase 1
Oxaliplatin,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Modafinil,Terminated,Phase 3
Armodafinil,Terminated,Phase 3
Treprostinil,Terminated,Phase 2/Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Irinotecan,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Irinotecan,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Irinotecan,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Irinotecan,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Irinotecan,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Irinotecan,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Irinotecan,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Irinotecan,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Irinotecan,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Irinotecan,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Irinotecan,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Metronidazole,Terminated,Phase 1
Chlorhexidine,Terminated,Phase 3
Sirolimus,Terminated,Phase 1
Everolimus,Terminated,Phase 1
Gefitinib,Terminated,Phase 1/Phase 2
Oxaliplatin,Terminated,Phase 1/Phase 2
Capecitabine,Terminated,Phase 1/Phase 2
Amphetamine,Terminated,Phase 2
Methylphenidate,Terminated,Phase 2
Amphetamine,Terminated,Phase 2
Methylphenidate,Terminated,Phase 2
Amphetamine,Terminated,Phase 2
Methylphenidate,Terminated,Phase 2
Alemtuzumab,Terminated,Phase 2
Fludarabine,Terminated,Phase 2
Alemtuzumab,Terminated,Phase 2
Fludarabine,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Bevacizumab,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Capecitabine,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Bevacizumab,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Capecitabine,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Bevacizumab,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Capecitabine,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Bevacizumab,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Fluorouracil,Terminated,Phase 3
Leucovorin,Terminated,Phase 3
Capecitabine,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Capecitabine,Terminated,Phase 2
Oxaliplatin,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Capecitabine,Terminated,Phase 2
Oxaliplatin,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Capecitabine,Terminated,Phase 2
Oxaliplatin,Withdrawn,Phase 2
Irinotecan,Withdrawn,Phase 2
Levoleucovorin,Withdrawn,Phase 2
Gefitinib,Terminated,Phase 3
Triptorelin,Terminated,Phase 2
Fluorouracil,Terminated,Phase 3
Celecoxib,Terminated,Phase 3
Capsaicin,Terminated,Phase 3
Capsaicin,Terminated,Phase 3
Gefitinib,Terminated,Phase 3
Docetaxel,Terminated,Phase 3
Gefitinib,Terminated,Phase 3
Docetaxel,Terminated,Phase 3
Metronidazole,Terminated,Phase 1
Docetaxel,Terminated,Phase 1
Metronidazole,Terminated,Phase 1
Docetaxel,Terminated,Phase 1
Metronidazole,Terminated,Phase 1
Docetaxel,Terminated,Phase 1
Metronidazole,Terminated,Phase 1
Docetaxel,Terminated,Phase 1
Metronidazole,Terminated,Phase 1
Docetaxel,Terminated,Phase 1
Metronidazole,Terminated,Phase 1
Docetaxel,Terminated,Phase 1
Romidepsin,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Valsartan,Withdrawn,Phase 3
Capsaicin,Terminated,Phase 2
Capsaicin,Terminated,Phase 2
Capsaicin,Terminated,Phase 2
Capsaicin,Terminated,Phase 2
Capsaicin,Terminated,Phase 2
Capsaicin,Terminated,Phase 2
Metronidazole,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Thalidomide,Terminated,Phase 2
Ifosfamide,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Thalidomide,Terminated,Phase 2
Ifosfamide,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Thalidomide,Terminated,Phase 2
Ifosfamide,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Thalidomide,Terminated,Phase 2
Ifosfamide,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Ifosfamide,Terminated,Phase 1
Vitamin C,Withdrawn,Phase 2
Melphalan,Withdrawn,Phase 2
Arsenic trioxide,Withdrawn,Phase 2
Oxaliplatin,Terminated,Phase 1
Rituximab,Terminated,Phase 1
Rituximab,Terminated,Phase 1
Topotecan,Terminated,Phase 2
Sirolimus,Terminated,Phase 2
Everolimus,Terminated,Phase 2
Pegfilgrastim,Terminated,Phase 1/Phase 2
Topotecan,Terminated,Phase 1/Phase 2
Vancomycin,Terminated,Phase 3
Linezolid,Terminated,Phase 3
Cefazolin,Terminated,Phase 3
Vancomycin,Terminated,Phase 3
Linezolid,Terminated,Phase 3
Cefazolin,Terminated,Phase 3
Niacin,Terminated,Phase 3
Sorafenib,Terminated,Phase 2
Nicotinamide,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Fludarabine,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Fludarabine,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Fludarabine,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Infliximab,Terminated,Phase 1/Phase 2
Vorinostat,Terminated,Phase 1
Trimethoprim,Terminated,Phase 2/Phase 3
Isoniazid,Terminated,Phase 2/Phase 3
Sulfamethoxazole,Terminated,Phase 2/Phase 3
Trimethoprim,Terminated,Phase 2/Phase 3
Isoniazid,Terminated,Phase 2/Phase 3
Sulfamethoxazole,Terminated,Phase 2/Phase 3
Exemestane,Withdrawn,Phase 2
Lenalidomide,Terminated,Phase 2
Thalidomide,Terminated,Phase 2
Alemtuzumab,Terminated,Phase 1/Phase 2
Trastuzumab,Terminated,Phase 2
Imatinib,Terminated,Phase 1
Sirolimus,Terminated,Phase 1
Everolimus,Terminated,Phase 1
Lopinavir,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Prednisone,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Prednisone,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Prednisone,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Prednisone,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Ezetimibe,Terminated,Phase 3
Clofarabine,Terminated,Phase 1
Sirolimus,Terminated,Phase 1/Phase 2
Everolimus,Terminated,Phase 1/Phase 2
Erlotinib,Terminated,Phase 3
Temozolomide,Terminated,Phase 3
Erlotinib,Terminated,Phase 3
Temozolomide,Terminated,Phase 3
Erlotinib,Terminated,Phase 3
Temozolomide,Terminated,Phase 3
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Bortezomib,Terminated,Phase 1
Sorafenib,Terminated,Phase 2
Nicotinamide,Terminated,Phase 2
Sorafenib,Terminated,Phase 2
Nicotinamide,Terminated,Phase 2
Sorafenib,Terminated,Phase 2
Nicotinamide,Terminated,Phase 2
Sorafenib,Terminated,Phase 2
Nicotinamide,Terminated,Phase 2
Sorafenib,Terminated,Phase 2
Nicotinamide,Terminated,Phase 2
Sorafenib,Terminated,Phase 2
Nicotinamide,Terminated,Phase 2
Sorafenib,Terminated,Phase 2
Nicotinamide,Terminated,Phase 2
Sirolimus,Terminated,Phase 2
Everolimus,Terminated,Phase 2
Sirolimus,Terminated,Phase 2
Everolimus,Terminated,Phase 2
Sirolimus,Terminated,Phase 2
Everolimus,Terminated,Phase 2
Romidepsin,Terminated,Phase 2
Ciprofloxacin,Terminated,Phase 3
Bortezomib,Terminated,Phase 2
Levoleucovorin,Terminated,Phase 2
Venlafaxine,Terminated,Phase 2
Metronidazole,Terminated,Phase 1
Metronidazole,Terminated,Phase 1
Metronidazole,Terminated,Phase 1
Metronidazole,Terminated,Phase 1
Metronidazole,Terminated,Phase 1
Metronidazole,Terminated,Phase 1
Infliximab,Terminated,Phase 2
Sirolimus,Terminated,Phase 3
Letrozole,Terminated,Phase 3
Everolimus,Terminated,Phase 3
Gemcitabine,Terminated,Phase 1
Abciximab,Terminated,Phase 3
Abciximab,Terminated,Phase 3
Cisplatin,Terminated,Phase 3
Vinblastine,Terminated,Phase 3
Ifosfamide,Terminated,Phase 3
Paclitaxel,Terminated,Phase 3
Vinblastine,Terminated,Phase 3
Paclitaxel,Terminated,Phase 3
Celecoxib,Withdrawn,Phase 2
Gemcitabine,Withdrawn,Phase 1
Thalidomide,Terminated,Phase 2
Sorafenib,Terminated,Phase 2
Nicotinamide,Terminated,Phase 2
Sorafenib,Terminated,Phase 2
Nicotinamide,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 3
Fludarabine,Terminated,Phase 3
Bortezomib,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Methotrexate,Terminated,Phase 2
Etoposide,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Ifosfamide,Terminated,Phase 2
Tacrolimus,Terminated,Phase 2/Phase 3
Sirolimus,Terminated,Phase 2/Phase 3
Everolimus,Terminated,Phase 2/Phase 3
Sorafenib,Terminated,Phase 2
Nicotinamide,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Oxaliplatin,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Capecitabine,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Cidofovir,Terminated,Phase 1/Phase 2
Sildenafil,Terminated,Phase 2
Alefacept,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Lenalidomide,Terminated,Phase 2
Thalidomide,Terminated,Phase 2
Amlodipine,Suspended,Phase 2
Memantine,Terminated,Phase 3
Pioglitazone,Terminated,Phase 3
Memantine,Terminated,Phase 3
Mycophenolate mofetil,Terminated,Phase 3
Tacrolimus,Terminated,Phase 3
Mycophenolic acid,Terminated,Phase 3
Cyclophosphamide,Terminated,Phase 3
Clonidine,Withdrawn,Phase 1/Phase 2
Octreotide,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Oxaliplatin,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Oxaliplatin,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Oxaliplatin,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Oxaliplatin,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Estradiol,Terminated,Phase 2
Fulvestrant,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Fludarabine,Terminated,Phase 2
Mitoxantrone,Terminated,Phase 2
Gemcitabine,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Carboplatin,Terminated,Phase 2
Capecitabine,Terminated,Phase 2
Cisplatin,Terminated,Phase 3
Methotrexate,Terminated,Phase 2
Donepezil,Terminated,Phase 2
Alemtuzumab,Withdrawn,Phase 3
Simvastatin,Terminated,Phase 1
Simvastatin,Terminated,Phase 1
Sertraline,Terminated,Phase 1
Omeprazole,Terminated,Phase 3
Esomeprazole,Terminated,Phase 3
Erythropoietin,Terminated,Phase 3
Pentoxifylline,Terminated,Phase 1
Dexamethasone,Terminated,Phase 2
Salicylic acid,Terminated,Phase 3
Acetylsalicylic acid,Terminated,Phase 3
Testosterone,Terminated,Phase 2
Methyltestosterone,Terminated,Phase 2
Ciprofloxacin,Terminated,Phase 2
Metronidazole,Terminated,Phase 2
Bevacizumab,Withdrawn,Phase 2
Gemcitabine,Withdrawn,Phase 2
Bevacizumab,Withdrawn,Phase 2
Gemcitabine,Withdrawn,Phase 2
Bevacizumab,Withdrawn,Phase 2
Gemcitabine,Withdrawn,Phase 2
Bevacizumab,Withdrawn,Phase 2
Gemcitabine,Withdrawn,Phase 2
Trioxsalen,Withdrawn,Phase 3
Trioxsalen,Withdrawn,Phase 3
Trioxsalen,Withdrawn,Phase 3
Trioxsalen,Withdrawn,Phase 3
Trioxsalen,Withdrawn,Phase 3
Octreotide,Terminated,Phase 3
Imiquimod,Withdrawn,Phase 3
Rituximab,Withdrawn,Phase 1/Phase 2
Atorvastatin,Terminated,Phase 3
Levofloxacin,Terminated,Phase 2
Ofloxacin,Terminated,Phase 2
Capecitabine,Terminated,Phase 2
Tenecteplase,Terminated,Phase 2
Nandrolone phenpropionate,Terminated,Phase 2
Nandrolone decanoate,Terminated,Phase 2
Nandrolone phenpropionate,Terminated,Phase 2
Nandrolone decanoate,Terminated,Phase 2
Azacitidine,Terminated,Phase 1
Arsenic trioxide,Terminated,Phase 1
Topiramate,Terminated,Phase 3
Topiramate,Terminated,Phase 3
Topiramate,Terminated,Phase 3
Topiramate,Terminated,Phase 3
Belinostat,Terminated,Phase 2
Belinostat,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Methylphenidate,Terminated,Phase 3
Arsenic trioxide,Terminated,Phase 2
Pemetrexed,Terminated,Phase 2
Simvastatin,Terminated,Phase 3
Atorvastatin,Terminated,Phase 3
Simvastatin,Terminated,Phase 3
Atorvastatin,Terminated,Phase 3
Simvastatin,Terminated,Phase 3
Atorvastatin,Terminated,Phase 3
Simvastatin,Terminated,Phase 3
Ezetimibe,Terminated,Phase 3
Atorvastatin,Terminated,Phase 3
Erythropoietin,Terminated,Phase 2
Diclofenac,Terminated,Phase 2/Phase 3
Octreotide,Terminated,Phase 3
Bupropion,Terminated,Phase 2/Phase 3
Imatinib,Terminated,Phase 2
Floxuridine,Terminated,Phase 3
Oxaliplatin,Terminated,Phase 3
Capecitabine,Terminated,Phase 3
Aldesleukin,Terminated,Phase 2
Mitomycin,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Ganciclovir,Terminated,Phase 3
Valganciclovir,Terminated,Phase 3
Toremifene,Terminated,Phase 3
Letrozole,Terminated,Phase 3
Clofarabine,Terminated,Phase 2
Rituximab,Terminated,Phase 2
Ritonavir,Terminated,Phase 2
Pemetrexed,Terminated,Phase 3
Pemetrexed,Terminated,Phase 3
Etodolac,Terminated,Phase 2
Labetalol,Suspended,Phase 2/Phase 3
